Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,pair_key,response_var,year,month,lnRR_mean,lnRR_sd,lnRR_n,lnRR_area_mean,lnRR_area_sd,lnRR_area_n,lnRR_var,lnRR_area_var
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,DOC,2016,4,0.30476495378637664,0.005119030323215762,2,-0.5688363693927279,0.005119030323215762,2,1.3102235725001236e-5,1.3102235725001236e-5
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,DOC,2007,7,0.7563197198855164,0.061578615860130914,31,0.044323813766903676,0.06157861586013094,31,1.2232019133063117e-4,1.2232019133063128e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,DOC,2007,8,0.6028704979689157,0.10294609969408011,25,-0.10912540814969705,0.10294609969408007,25,4.239159776889392e-4,4.239159776889389e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,3,2.230691149323011,0.0929526270715519,2,1.518695243204398,0.0929526270715519,2,0.004320095439751501,0.004320095439751501
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,4,2.1155386880393587,0.25565790240200875,30,1.403542781920746,0.25565790240200875,30,0.0021786987686865013,0.0021786987686865013
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,5,0.8822721288593751,0.3893574178030769,31,0.1702762227407623,0.3893574178030768,31,0.00489029673542838,0.004890296735428378
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,6,0.714797988397888,0.18254444144504137,30,0.0028020822792752175,0.1825444414450414,30,0.0011107491034160713,0.0011107491034160716
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,7,1.1006713116917735,0.2322840996748778,31,0.3886754055731607,0.23228409967487776,31,0.0017405129987667278,0.0017405129987667274
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,8,1.8062364557342272,0.15167901412171278,31,1.0942405496156147,0.1516790141217127,31,7.421459137075723e-4,7.421459137075716e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,9,1.9774361816566448,0.1817884549867871,30,1.265440275538032,0.1817884549867871,30,0.001101568078882771,0.001101568078882771
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,10,2.074011872654801,0.06284263088792863,29,1.3620159665361882,0.06284263088792859,29,1.3617918127298076e-4,1.3617918127298057e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,12,2.0661963206837344,NA,1,1.3542004145651216,NA,1,NA,NA
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,2,1.9392322412387624,0.025258545836995862,10,1.2272363351201496,0.02525854583699584,10,6.379941377996211e-5,6.3799413779962e-5
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,3,1.7703531357895532,0.06696490013540725,31,1.0583572296709405,0.06696490013540723,31,1.4465476935951823e-4,1.4465476935951818e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,4,1.758562948420506,0.026813958321682322,30,1.0465670423018933,0.026813958321682367,30,2.3966278695897222e-5,2.3966278695897303e-5
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,5,1.2720176016191993,0.27757094371525554,31,0.5600216955005866,0.2775709437152556,31,0.002485342864354115,0.002485342864354116
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,6,0.8115926424846354,0.2134836511638268,30,0.09959673636602263,0.2134836511638268,30,0.0015191756438079497,0.0015191756438079497
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,7,0.8650243369554276,0.25215021543237004,31,0.15302843083681475,0.25215021543237004,31,0.0020509590691158265,0.0020509590691158265
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,8,1.4979757456517417,0.1449238537700231,31,0.785979839533129,0.14492385377002306,31,6.775136577920981e-4,6.775136577920976e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,9,1.1956255609220718,0.2803501019032524,30,0.483629654803459,0.2803501019032523,30,0.002619872654572133,0.0026198726545721323
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,10,1.076692355554086,0.08959087929872674,31,0.36469644943547314,0.08959087929872672,31,2.5892018237158137e-4,2.5892018237158126e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,11,0.9893441410939522,0.05586001449993948,30,0.2773482349753395,0.05586001449993947,30,1.0401137399778161e-4,1.040113739977816e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,12,0.9988884983498206,0.044001355784370734,31,0.28689259223120794,0.04400135578437072,31,6.245546164073471e-5,6.245546164073467e-5
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,1,1.359182763272727,0.14598118370082053,31,0.6471868571541141,0.14598118370082053,31,6.874356772481519e-4,6.874356772481519e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,2,1.5345334697043123,0.021249238171968356,28,0.8225375635856995,0.021249238171968363,28,1.6126075817465612e-5,1.6126075817465622e-5
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,3,1.5022162824074023,0.007041749899576725,31,0.7902203762887895,0.007041749899576713,31,1.599556182199639e-6,1.599556182199634e-6
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,4,1.482287196567932,0.01735698781498535,30,0.7702912904493192,0.017356987814985316,30,1.0042167533651665e-5,1.0042167533651624e-5
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,5,0.9246714087889902,0.20233608510024625,31,0.21267550267037755,0.20233608510024625,31,0.001320641655925616,0.001320641655925616
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,6,0.45672556745174037,0.1648106703035351,30,-0.25527033866687243,0.16481067030353513,30,9.05418568196685e-4,9.054185681966853e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,7,0.64802640190866,0.1913923768347958,31,-0.06396950420995273,0.1913923768347958,31,0.0011816465132410477,0.0011816465132410477
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,8,1.6171060692324517,0.5736540774689661,31,0.9051101631138387,0.5736540774689661,31,0.01061545163215389,0.01061545163215389
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,9,1.7258991270749013,0.173063897607093,18,1.0139032209562884,0.17306389760709295,18,0.001663950703053243,0.001663950703053242
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2007,4,1.1754280687589487,0.1488518416710498,6,0.4634321626403358,0.1488518416710498,6,0.0036928117948105466,0.0036928117948105466
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2007,5,0.6340955612006378,0.1720622011926853,31,-0.07790034491797491,0.17206220119268528,31,9.55012938041036e-4,9.550129380410358e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2007,6,0.5319776543133627,0.0925248326743297,30,-0.18001825180525005,0.0925248326743297,30,2.8536148871375694e-4,2.8536148871375694e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2007,7,0.7033078871107501,0.3574147441422969,31,-0.008688019007862646,0.3574147441422969,31,0.004120816107429147,0.004120816107429147
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2007,8,1.597470159904809,0.13934326172184738,31,0.885474253786196,0.13934326172184736,31,6.263401479768793e-4,6.263401479768791e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2007,9,1.4803131196871095,0.030450855501023704,9,0.7683172135684969,0.030450855501023603,9,1.0302828897158062e-4,1.0302828897157993e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,3,-0.05508071924936015,0.081482417954142,30,-0.41175566318809265,0.08148241795414198,30,2.2131281452178277e-4,2.213128145217826e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,4,-0.13998425412111867,0.04542768771086798,30,-0.4966591980598511,0.045427687710867984,30,6.878916035853818e-5,6.87891603585382e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,5,-0.047629352699539294,0.036488933354981,31,-0.4043042966382717,0.03648893335498097,31,4.294975023820144e-5,4.294975023820138e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,6,-0.05085864146571229,0.11001381397259828,30,-0.40753358540444473,0.11001381397259828,30,4.034346421599154e-4,4.034346421599154e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,7,0.15301503780903816,0.7288163764147894,31,-0.2036599061296942,0.7288163764147892,31,0.017134622920334967,0.01713462292033496
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,8,0.14621195217686625,0.06065528582276739,31,-0.21046299176186617,0.060655285822767344,31,1.1867947413682604e-4,1.1867947413682584e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,9,0.1316290865401165,0.08926382949347546,30,-0.2250458573986159,0.08926382949347546,30,2.65601041861342e-4,2.65601041861342e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,10,0.06811795707759963,0.002494316497493707,31,-0.28855698686113274,0.002494316497493728,31,2.0069725127965401e-7,2.0069725127965737e-7
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,11,0.044611637999646146,0.014069123357931925,30,-0.3120633059390863,0.014069123357931927,30,6.598007735356856e-6,6.598007735356858e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,12,0.05486857860230783,0.016372829415347373,31,-0.30180636533642463,0.016372829415347356,31,8.647404614969813e-6,8.647404614969795e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,1,0.07345323950558563,0.003995825399105035,31,-0.2832217044331468,0.003995825399105041,31,5.150522780688037e-7,5.150522780688052e-7
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,2,0.0634756983748338,8.950278457103903e-4,29,-0.29319924556389865,8.95027845710396e-4,29,2.762327050334422e-8,2.7623270503344566e-8
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,3,-0.00767112784754294,0.05664850114663697,31,-0.36434607178627537,0.05664850114663695,31,1.035178284567913e-4,1.0351782845679121e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,4,-0.0500092008673689,0.02397073461297522,30,-0.4066841448061013,0.023970734612975216,30,1.915320392952294e-5,1.9153203929522938e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,5,0.03076673130559694,0.04096628171845144,31,-0.3259082126331355,0.04096628171845146,31,5.413665283340414e-5,5.41366528334042e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,6,-0.021868175978361073,0.028071186562413798,30,-0.37854311991709355,0.028071186562413825,30,2.6266383834061366e-5,2.6266383834061417e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,7,0.032581906415877625,0.324925106333751,31,-0.3240930375228548,0.324925106333751,31,0.003405687894387077,0.003405687894387077
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,8,-0.1244698249724166,0.04372859785697066,31,-0.48114476891114905,0.04372859785697067,31,6.168355711408578e-5,6.168355711408579e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,9,-0.11490741903853223,0.015015965453631227,20,-0.4715823629772647,0.0150159654536312,20,1.1273960925232325e-5,1.1273960925232282e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,3,0.009263407280548808,0.03801596171890186,10,-0.3474115366581836,0.03801596171890188,10,1.4452133454130118e-4,1.4452133454130134e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,4,-4.920684231135351e-4,0.07044715645140996,30,-0.35716701236184595,0.07044715645140996,30,1.6542672840298106e-4,1.6542672840298106e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,5,-0.022362841862414454,0.007271413898621207,31,-0.3790377858011469,0.007271413898621239,31,1.7055954866148923e-6,1.7055954866149073e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,6,0.051845064032676275,0.02728729099323016,30,-0.30482987990605614,0.027287290993230143,30,2.481987499164066e-5,2.481987499164063e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,7,-0.07276954440206793,0.15151847255890197,31,-0.42944448834080035,0.151518472558902,31,7.40575726663959e-4,7.405757266639592e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,8,-0.2521439402383436,0.18721425536090963,21,-0.608818884177076,0.18721425536090966,21,0.001669008448111423,0.0016690084481114232
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,10,0.059638391629115,0.010924848861686444,14,-0.29703655230961745,0.01092484886168643,14,8.525165903620827e-6,8.525165903620806e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,11,0.11418039799181134,0.01937646647171511,30,-0.2424945459469211,0.019376466471715096,30,1.2514915097649992e-5,1.2514915097649975e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,12,0.17107501318286109,0.014085740470895277,16,-0.1855999307558714,0.014085740470895223,16,1.2400505288338568e-5,1.2400505288338473e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2014,4,-0.08284868251709492,0.01910647939085156,19,-0.4395236264558273,0.019106479390851562,19,1.9213555511212385e-5,1.9213555511212395e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2014,5,-0.0023172181001249975,0.026667154486610743,31,-0.3589921620388574,0.026667154486610757,31,2.293990736815366e-5,2.2939907368153685e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2014,6,0.021295648865606292,0.025226953492287974,30,-0.3353792950731262,0.025226953492287943,30,2.1213306083402014e-5,2.1213306083401963e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2014,7,-0.10580461252953408,0.13091789384840294,31,-0.46247955646826655,0.13091789384840294,31,5.528869332161838e-4,5.528869332161838e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2014,8,-0.09419914269144636,0.14392241230152028,31,-0.45087408663017875,0.1439224123015203,31,6.681826052480257e-4,6.681826052480259e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2014,9,-0.011684750148716345,0.011203772630256714,30,-0.36835969408744873,0.011203772630256705,30,4.184150705016315e-6,4.184150705016309e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2014,10,0.0063492276786587445,NA,1,-0.3503257162600737,NA,1,NA,NA
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,4,-0.06385829537510934,0.023370920596829495,20,-0.4205332393138418,0.023370920596829506,20,2.7309996477165457e-5,2.7309996477165484e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,5,0.004263879418331616,0.01653903102696751,31,-0.35241106452040083,0.01653903102696752,31,8.823856364870774e-6,8.823856364870784e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,6,0.018318462266292305,0.018894806326925525,30,-0.33835648167244015,0.01889480632692553,30,1.1900456871067496e-5,1.1900456871067499e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,7,-0.03968618115575639,0.03491637245740931,31,-0.39636112509448884,0.03491637245740929,31,3.932751824466231e-5,3.9327518244662263e-05
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,8,0.026498053753624868,0.012572094251508969,31,-0.33017689018510754,0.012572094251508974,31,5.098630769962092e-6,5.098630769962096e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,9,0.0770815285564367,0.015388776957759715,30,-0.2795934153822957,0.015388776957759703,30,7.893815208522545e-6,7.893815208522532e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,10,0.02233168524158392,0.02254746575922827,31,-0.33434325869714854,0.022547465759228252,31,1.6399619747211974e-5,1.639961974721195e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,11,-0.013582806605536539,0.001803545055408699,3,-0.37025775054426896,0.0018035450554086696,3,1.0842582556297224e-6,1.0842582556296869e-6
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,3,-0.6630242170304174,0.2287531102408787,30,-1.01969916096915,0.22875311024087863,30,0.0017442661814958532,0.0017442661814958524
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,4,-0.9614201842955603,0.5158131624267418,30,-1.3180951282342928,0.5158131624267417,30,0.00886877395108921,0.008868773951089207
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,5,0.17630408030214778,1.2630649727616312,31,-0.18037086363658472,1.2630649727616312,31,0.05146235888443033,0.05146235888443033
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,6,0.011593042653933653,0.792828627598428,30,-0.34508190128479876,0.792828627598428,30,0.020952574424653557,0.020952574424653557
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,7,1.692523726241268,1.7470959618125408,31,1.3358487823025356,1.7470959618125408,31,0.09846271934779637,0.09846271934779637
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,8,0.48657948624762387,0.5360073871805356,31,0.1299045423088915,0.5360073871805356,31,0.009267868358454988,0.009267868358454988
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,9,1.1677052046891325,0.24433075361461298,30,0.8110302607504002,0.244330753614613,30,0.0019899172387294905,0.001989917238729491
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,10,0.5384618757956088,0.45408992024042016,31,0.18178693185687636,0.45408992024042016,31,0.006651537279482295,0.006651537279482295
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,11,1.1958099027729014,0.7709912377102575,30,0.839134958834169,0.7709912377102575,30,0.01981424962086649,0.01981424962086649
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,12,0.8064567475737325,0.547234698225705,31,0.4497818036350001,0.5472346982257051,31,0.00966018757877995,0.009660187578779953
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,1,0.1939497044959429,0.054390577006501455,31,-0.16272523944278952,0.054390577006501455,31,9.543015700323112e-5,9.543015700323112e-5
