Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,response_var,year,lnRR_mean,lnRR_var,lnRR_n,lnRR_sd,pair_key,candidate_pair_id,shared_control_id,n_pairs_sharing_reference,Fire_ID_Analysis,Pairing_Type_Analysis,Include_Analysis,Analysis_Decision_Status,Coauthor_Confirmation,shared_reference,Composite_Reference_Candidate,Site_Burn,time_since_fire,Area_watershed_km,maxelevsmo,slope,tmean8110ws,precip8110ws,forest_cover,urban_cover,grassland_cover,wetland_cover,ag_cover,omws,rckdepws,clayws,glacial_till,bfiws,permws,runoffws,burn_percent_fire_year,burn_sev_high,burn_sev_mod,burn_sev_low,followup_year,post_fire_year,shared_control_year_id,reference_family_weight,effect_size_source,variance_status,pairing_confirmation_pending,matched_doc_no3
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,DOC,2016,0.0634960942570269,1.226064001878385e-4,124,0.12330123123185743,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,Burd et al 2018 | Control_1,1,Burd_et_al_2018_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Notawohka Creek,3,321,,,,,,,,,,,,,,,,,,,,,1,3,Burd et al 2018 | Control_1 | DOC | 2016,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C1,Site_1,Control_1,NO3,1989,2.519831024407016,5.9699389839790116e-06,24,0.01196990123666424,Hauer & Spencer 1998 | Hauer_Spencer_1998_C1 | Site_1 | Control_1,Hauer & Spencer 1998 | Hauer_Spencer_1998_C1 | Site_1 | Control_1,Hauer & Spencer 1998 | Control_1,1,Hauer_Spencer_1998_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Red_Bench_Creek,1,1.83,137433,0.0664604,3.72571218833,869.206234025,22.61,0,0,0,0,0.6691736304549676,132.85948467966574,15.208156917363048,78.74,71.2071,4.677567316620242,664,100,53.3,16.57,15.23,1,1,Hauer & Spencer 1998 | Control_1 | NO3 | 1989,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C1,Site_1,Control_1,NO3,1991,-0.2762309528734763,2.7056389385214368e-08,20,7.356138849316857e-4,Hauer & Spencer 1998 | Hauer_Spencer_1998_C1 | Site_1 | Control_1,Hauer & Spencer 1998 | Hauer_Spencer_1998_C1 | Site_1 | Control_1,Hauer & Spencer 1998 | Control_1,1,Hauer_Spencer_1998_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Red_Bench_Creek,3,1.83,137433,0.0664604,3.72571218833,869.206234025,22.61,0,0,0,0,0.6691736304549676,132.85948467966574,15.208156917363048,78.74,71.2071,4.677567316620242,664,100,53.3,16.57,15.23,3,3,Hauer & Spencer 1998 | Control_1 | NO3 | 1991,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C1,Site_1,Control_1,NO3,1993,-0.5181461691129526,0.00161880776098836,70,0.336625226727269,Hauer & Spencer 1998 | Hauer_Spencer_1998_C1 | Site_1 | Control_1,Hauer & Spencer 1998 | Hauer_Spencer_1998_C1 | Site_1 | Control_1,Hauer & Spencer 1998 | Control_1,1,Hauer_Spencer_1998_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Red_Bench_Creek,5,1.83,137433,0.0664604,3.72571218833,869.206234025,22.61,0,0,0,0,0.6691736304549676,132.85948467966574,15.208156917363048,78.74,71.2071,4.677567316620242,664,100,53.3,16.57,15.23,5,5,Hauer & Spencer 1998 | Control_1 | NO3 | 1993,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C2,Site_2,Control_2,NO3,1989,0.8094199334499694,0.00257222888392723,25,0.2535857292873179,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,Hauer & Spencer 1998 | Control_2,1,Hauer_Spencer_1998_C2,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Red_Meadow_Creek,1,64,113621,0.02185597,2.6257189393,1188.06377718,69.7,0.02,0.32,0.2,0,0.8868069835335388,121.27121957974175,12.726381301854351,32.85,72.3856,5.410980025617058,662.4758,24.087,10.35,7.05,4.58,1,1,Hauer & Spencer 1998 | Control_2 | NO3 | 1989,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C2,Site_2,Control_2,NO3,1991,1.3484728992566015,0.00524165372866684,21,0.33177511706275337,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,Hauer & Spencer 1998 | Control_2,1,Hauer_Spencer_1998_C2,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Red_Meadow_Creek,3,64,113621,0.02185597,2.6257189393,1188.06377718,69.7,0.02,0.32,0.2,0,0.8868069835335388,121.27121957974175,12.726381301854351,32.85,72.3856,5.410980025617058,662.4758,24.087,10.35,7.05,4.58,3,3,Hauer & Spencer 1998 | Control_2 | NO3 | 1991,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C2,Site_2,Control_2,NO3,1993,1.3404240621742258,3.729351638102069e-4,68,0.15924695017203333,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,Hauer & Spencer 1998 | Control_2,1,Hauer_Spencer_1998_C2,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Red_Meadow_Creek,5,64,113621,0.02185597,2.6257189393,1188.06377718,69.7,0.02,0.32,0.2,0,0.8868069835335388,121.27121957974175,12.726381301854351,32.85,72.3856,5.410980025617058,662.4758,24.087,10.35,7.05,4.58,5,5,Hauer & Spencer 1998 | Control_2 | NO3 | 1993,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C3,Site_3,Control_3_4_5,NO3,1989,2.376176291505856,0.01652170484721443,26,0.6554115699524804,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Akokala_Creek,1,105.98,109810,0.00550514,3.06053089918,1162.78783758,33.29,0.05,0.62,0.51,0.72,0.7048332536457089,130.4070081932235,14.762961860370169,16.63,70.1359,4.271167534351797,664,13.8379,2.44,3.99,4.34,1,1,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1989,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C3,Site_3,Control_3_4_5,NO3,1990,1.7040711183337776,0.00425004931871009,100,0.6519240230816853,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Akokala_Creek,2,105.98,109810,0.00550514,3.06053089918,1162.78783758,33.29,0.05,0.62,0.51,0.72,0.7048332536457089,130.4070081932235,14.762961860370169,16.63,70.1359,4.271167534351797,664,13.8379,2.44,3.99,4.34,2,2,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1990,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C3,Site_3,Control_3_4_5,NO3,1991,2.5164534692131104,6.932420543775256e-4,19,0.1147675870321102,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Akokala_Creek,3,105.98,109810,0.00550514,3.06053089918,1162.78783758,33.29,0.05,0.62,0.51,0.72,0.7048332536457089,130.4070081932235,14.762961860370169,16.63,70.1359,4.271167534351797,664,13.8379,2.44,3.99,4.34,3,3,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1991,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C3,Site_3,Control_3_4_5,NO3,1993,2.301546711982811,0.01893682212628268,71,1.159531962028676,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Akokala_Creek,5,105.98,109810,0.00550514,3.06053089918,1162.78783758,33.29,0.05,0.62,0.51,0.72,0.7048332536457089,130.4070081932235,14.762961860370169,16.63,70.1359,4.271167534351797,664,13.8379,2.44,3.99,4.34,5,5,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1993,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C4,Site_4,Control_3_4_5,NO3,1991,2.582662959345116,0.00156368690389266,21,0.18121099575286828,Hauer & Spencer 1998 | Hauer_Spencer_1998_C4 | Site_4 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C4 | Site_4 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C4,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Bowman_Creek,3,130.13,110082,0.01030497,2.50015927195,1362.53941084,60.43000000000001,0.22999999999999998,0.21,0.19,0.09,0.9940691918349184,116.4375010255947,11.275346193497498,5.56,69.373,5.7566695638267555,670.8577,5.7229,2.17,1.77,1.19,1,3,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1991,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C4,Site_4,Control_3_4_5,NO3,1993,0.7865638682047474,0.05351368996313146,70,1.935447828648244,Hauer & Spencer 1998 | Hauer_Spencer_1998_C4 | Site_4 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C4 | Site_4 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C4,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Bowman_Creek,5,130.13,110082,0.01030497,2.50015927195,1362.53941084,60.43000000000001,0.22999999999999998,0.21,0.19,0.09,0.9940691918349184,116.4375010255947,11.275346193497498,5.56,69.373,5.7566695638267555,670.8577,5.7229,2.17,1.77,1.19,3,5,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1993,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C5,Site_5,Control_3_4_5,NO3,1989,2.700909626103924,0.00131904495448833,60,0.2813231189740727,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C5,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Quartz_Creek,1,136.29,108277,0.01675791,2.85013135613,1310.84056059,59.86000000000001,0.03,0.26,0.19,0,0.8629788882169479,123.37437449468356,12.640969082703936,14.45,69.7273,5.0905817848286175,666.995,27.0952,4.88,9.47,8.24,1,1,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1989,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C5,Site_5,Control_3_4_5,NO3,1990,2.226833588382098,0.00649366097394968,19,0.3512542647499728,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C5,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Quartz_Creek,2,136.29,108277,0.01675791,2.85013135613,1310.84056059,59.86000000000001,0.03,0.26,0.19,0,0.8629788882169479,123.37437449468356,12.640969082703936,14.45,69.7273,5.0905817848286175,666.995,27.0952,4.88,9.47,8.24,2,2,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1990,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hauer & Spencer 1998,Hauer_Spencer_1998_C5,Site_5,Control_3_4_5,NO3,1991,2.4965759490770547,0.00100401759211555,14,0.11855904136597012,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,Hauer & Spencer 1998 | Control_3_4_5,3,Hauer_Spencer_1998_C5,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Quartz_Creek,3,136.29,108277,0.01675791,2.85013135613,1310.84056059,59.86000000000001,0.03,0.26,0.19,0,0.8629788882169479,123.37437449468356,12.640969082703936,14.45,69.7273,5.0905817848286175,666.995,27.0952,4.88,9.47,8.24,3,3,Hauer & Spencer 1998 | Control_3_4_5 | NO3 | 1991,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Hickenbottom et al. 2023,Hickenbottom_et_al_2023_C1,Site_1,Control_1,NO3,2022,0.759694234359738,0.03615136083021558,64,1.5210808963147875,Hickenbottom et al. 2023 | Hickenbottom_et_al_2023_C1 | Site_1 | Control_1,Hickenbottom et al. 2023 | Hickenbottom_et_al_2023_C1 | Site_1 | Control_1,Hickenbottom et al. 2023 | Control_1,1,Hickenbottom_et_al_2023_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Trout_Creek,1,56.0808,191944,0.00256729,5.4318975716999995,874.494891299,75.43,2.31,0.06,0.8400000000000001,0,2.103174990371036,95.63473777121582,4.306314835023752,14.71,70.4345,25.21883168571061,536.5193,,,,,1,1,Hickenbottom et al. 2023 | Control_1 | NO3 | 2022,1,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Hickenbottom et al. 2023,Hickenbottom_et_al_2023_C2,Site_2,Control_2,NO3,2022,-0.6608779199911599,1.6513078297335873,2,1.8173100064290555,Hickenbottom et al. 2023 | Hickenbottom_et_al_2023_C2 | Site_2 | Control_2,Hickenbottom et al. 2023 | Hickenbottom_et_al_2023_C2 | Site_2 | Control_2,Hickenbottom et al. 2023 | Control_2,1,Hickenbottom_et_al_2023_C2,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Middle_Fork_American,0,1520.7759,23204,0.00908719,10.4277479944,1502.14109638,63.46,1.0999999999999999,1.18,0.18,0,1.7231383587502158,106.18976397252182,16.160149520989748,3.04,61.8575,8.426582925225809,767.7142,,,,,1,0,Hickenbottom et al. 2023 | Control_2 | NO3 | 2022,1,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,NO3,2004,1.525007935899953,0.00167401664415822,215,0.5999279777556781,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,Mast & Clow; 2008 | Control_1,1,Mast_Clow_2008_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Coal,1,96.4,115107,0.02580188,2.68800997056,1340.38651265,32.69,0,1.19,0.18,0.01,0.965669450606812,117.921326783617,11.568165023023436,3.14,66.6211,5.3971271974795405,881,55.8481,17.49,14.7,13.21,1,1,Mast & Clow; 2008 | Control_1 | NO3 | 2004,1,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,NO3,2005,1.2468645538035257,4.725887954458896e-4,316,0.3864428280624459,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,Mast & Clow; 2008 | Control_1,1,Mast_Clow_2008_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Coal,2,96.4,115107,0.02580188,2.68800997056,1340.38651265,32.69,0,1.19,0.18,0.01,0.965669450606812,117.921326783617,11.568165023023436,3.14,66.6211,5.3971271974795405,881,55.8481,17.49,14.7,13.21,2,2,Mast & Clow; 2008 | Control_1 | NO3 | 2005,1,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,NO3,2006,1.2258608033843268,9.102538248954976e-4,261,0.4874179400655303,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,Mast & Clow; 2008 | Control_1,1,Mast_Clow_2008_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Coal,3,96.4,115107,0.02580188,2.68800997056,1340.38651265,32.69,0,1.19,0.18,0.01,0.965669450606812,117.921326783617,11.568165023023436,3.14,66.6211,5.3971271974795405,881,55.8481,17.49,14.7,13.21,3,3,Mast & Clow; 2008 | Control_1 | NO3 | 2006,1,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,NO3,2007,0.9179248008774452,0.00167888738238184,137,0.4795910459822132,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,Mast & Clow; 2008 | Control_1,1,Mast_Clow_2008_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Coal,4,96.4,115107,0.02580188,2.68800997056,1340.38651265,32.69,0,1.19,0.18,0.01,0.965669450606812,117.921326783617,11.568165023023436,3.14,66.6211,5.3971271974795405,881,55.8481,17.49,14.7,13.21,4,4,Mast & Clow; 2008 | Control_1 | NO3 | 2007,1,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,NO3,2011,0.48576079579563713,0.0044390261195305,305,1.1635733610120185,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS1,0,37,219187,0.03861551,5.152214219509999,603.858941801,70.39,2.17,13.07,0.94,0,0.5266411435512559,108.31129408702442,11.904145156392346,0,68.4323,12.842507049585702,91,16.3095,5.67,5.66,2.74,1,0,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2011,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,NO3,2012,0.6100341898403935,0.00252169947855613,264,0.8159219707415778,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS1,2,37,219187,0.03861551,5.152214219509999,603.858941801,70.39,2.17,13.07,0.94,0,0.5266411435512559,108.31129408702442,11.904145156392346,0,68.4323,12.842507049585702,91,16.3095,5.67,5.66,2.74,2,2,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2012,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,NO3,2013,0.917829780637197,0.00312060324572357,213,0.8152843009276706,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS1,3,37,219187,0.03861551,5.152214219509999,603.858941801,70.39,2.17,13.07,0.94,0,0.5266411435512559,108.31129408702442,11.904145156392346,0,68.4323,12.842507049585702,91,16.3095,5.67,5.66,2.74,3,3,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2013,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,NO3,2014,0.47332904697986833,0.00111714313434572,173,0.43962002029231,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS1,4,37,219187,0.03861551,5.152214219509999,603.858941801,70.39,2.17,13.07,0.94,0,0.5266411435512559,108.31129408702442,11.904145156392346,0,68.4323,12.842507049585702,91,16.3095,5.67,5.66,2.74,4,4,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2014,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,NO3,2015,0.9746252383101224,0.0015118760287686,207,0.5594267940982999,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS1,5,37,219187,0.03861551,5.152214219509999,603.858941801,70.39,2.17,13.07,0.94,0,0.5266411435512559,108.31129408702442,11.904145156392346,0,68.4323,12.842507049585702,91,16.3095,5.67,5.66,2.74,5,5,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2015,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,NO3,2011,1.4483789760230013,0.00919890298070116,305,1.675012062378613,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS2,0,50,201169,0.03894074,6.17392272385,583.661642675,65.11000000000001,2.24,18.92,0.72,0,0.773287641832048,91.90476541372747,12.658438667029143,0,68.2947,12.82314083761393,91,27.1144,9.23,8.98,5.64,1,0,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2011,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,NO3,2012,1.6129616455489977,0.00464622164420891,264,1.107520886516888,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS2,2,50,201169,0.03894074,6.17392272385,583.661642675,65.11000000000001,2.24,18.92,0.72,0,0.773287641832048,91.90476541372747,12.658438667029143,0,68.2947,12.82314083761393,91,27.1144,9.23,8.98,5.64,2,2,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2012,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,NO3,2013,1.746814346407157,0.0035108072102110798,270,0.9736107778558092,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS2,3,50,201169,0.03894074,6.17392272385,583.661642675,65.11000000000001,2.24,18.92,0.72,0,0.773287641832048,91.90476541372747,12.658438667029143,0,68.2947,12.82314083761393,91,27.1144,9.23,8.98,5.64,3,3,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2013,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,NO3,2014,0.8657917321847591,0.00349234635350909,173,0.7772875395611802,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS2,4,50,201169,0.03894074,6.17392272385,583.661642675,65.11000000000001,2.24,18.92,0.72,0,0.773287641832048,91.90476541372747,12.658438667029143,0,68.2947,12.82314083761393,91,27.1144,9.23,8.98,5.64,4,4,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2014,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,NO3,2015,0.8387757385800513,0.00606107895433127,154,0.9661294731903254,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS2,5,50,201169,0.03894074,6.17392272385,583.661642675,65.11000000000001,2.24,18.92,0.72,0,0.773287641832048,91.90476541372747,12.658438667029143,0,68.2947,12.82314083761393,91,27.1144,9.23,8.98,5.64,5,5,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2015,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
