DateTime,SiteCode,SampleCode,SamplingMethod,Offset,SampleType,SampleMedium,pH,EC,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Zr90,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,FI,HIX,SUVA254,SUVA280,dD,d18O,SamplingNote
8/11/2014 10:19,RainColl_MCZOB,NM_P291,PrcpColl,145.4166667,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.38,2.47,0.01,0.01,-9999,-9999,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt with oil, open canopy"
8/11/2014 10:20,RainColl_MCZOB,NM_P292,PrcpColl,0.016666667,Grab,Precipitation,-9999,-9999,4.3,2.63,5.5,0.66,15.83,3.97,0.49,38.27,24.72,5.5,0.00191,26.52644,147.27116,181.33288,5.00804,92.43936,304.12824,821.77118,1499.81051,0.73795,0.17706,0.15623,25.53794,17.32073,0.11457,1.50956,0.79115,368.85664,0.23663,0.47754,5.50425,6.56378,-9999,24.00222,0.04987,0.0493,0.04652,0.40037,27.17325,7.31515,11.0721,1.59484,6.56621,2.04047,10.0191,2.38603,0.68845,6.15325,0.97434,1.55475,0.45269,0.86427,0.414,0.12315,0.07068,2.46844,-9999,-9999,1.42,2.07,0.02,0.02,-20.78,-2.58,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
8/11/2014 10:42,RainColl_MCZOB_CC,NM_P293,PrcpColl,145.7333333,Grab,Precipitation,-9999,-9999,13.13,40.63,8.4,0.66,166.97,0.74,0.49,0.4,49.92,135.19,0.18216,53.09349,450.07179,2529.40343,13.34963,1696.80218,4729.15187,29228.78586,5999.01672,0.95077,0.04488,0.43788,1712.6449,69.7331,0.59114,4.95495,3.37775,66.96879,0.25202,0.75809,29.3805,58.08758,-9999,37.20149,0.02014,0.04428,0.06897,0.10687,200.09945,37.0762,43.78985,8.61414,32.93726,4.78934,3.37225,9.47512,1.91627,10.09392,2.56703,6.62693,1.13629,4.73199,1.05431,0.16509,0.18584,6.41501,-9999,-9999,1.68,2.91,0.03,0.03,-37.29,-5.28,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
8/11/2014 13:55,RainColl_Burn_Low_OC,NM_P295,PrcpColl,0.05,Grab,Precipitation,-9999,-9999,1.2,2.14,0.9,0.66,4.67,0.74,0.49,24.41,7.86,13.11,0.00191,22.46338,22.45198,67.80499,3.58752,65.72818,132.95749,170.48581,552.20246,0.61267,0.08363,0.24661,10.68689,8.00962,0.08578,2.20243,0.4269,12.47276,0.38983,0.43479,2.72998,5.06295,-9999,11.72213,0.02934,0.03322,0.05772,0.05903,9.03171,4.33257,8.48122,1.86958,5.75025,2.62653,12.42933,1.58335,0.67106,0.76676,0.78996,0.31941,0.45596,1.2584,0.24306,0.05491,0.03688,1.40463,-9999,-9999,1.48,1.17349,0.0196,0.0145,-51.28,-7.24,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
8/11/2014 13:57,RainColl_Burn_Low_CC,NM_P296,PrcpColl,146.3666667,Grab,Precipitation,-9999,-9999,9.95,9.63,3.14,0.66,9.26,2.7,0.49,0.4,17.72,19.71,0.00191,26.70247,84.79833,464.27087,35.04251,93.53442,651.29258,3240.7312,2433.17035,1.15058,0.12061,0.27268,52.59842,42.4756,0.14683,2.3311,0.9833,8.51589,0.22557,0.75879,17.30939,33.54587,-9999,11.52435,0.03018,0.02076,0.0343,0.13024,19.52443,36.02846,67.56479,9.49512,34.68874,7.21048,12.13371,7.73134,1.30672,6.22179,1.32238,5.99835,0.58467,2.5818,0.72299,0.08094,0.06862,6.51293,-9999,-9999,1.34,3.0435,0.0325,0.026,-42.14,-5.9,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
8/14/2014 0:00,FluxBurnStemflow,NM_P297,PrcpStemflow,,Grab,Precipitation,-9999,-9999,4.87,54.84,1.12,7.21,74.81,0.74,0.49,3.73,13.58,57.39,0.00191,26.68999,378.34434,1324.90349,100.91584,190.95277,4339.97,19010.22246,9058.21631,0.81444,0.36444,0.12054,394.17559,138.32257,0.16187,1.11134,3.446,98.88638,0.48863,1.77746,59.69218,141.2241,-9999,22.46419,0.00406,0.06213,270.99792,0.05642,86.236,102.40894,252.06917,32.46206,126.82826,29.13437,19.40906,25.1518,3.84634,26.04133,4.62359,14.15433,1.49372,11.67966,1.69236,0.00648,0.20658,9.75921,-9999,-9999,1.31,7.15198,0.0333,0.0272,-23.81,-4.34,Sampled by: Alissa | Field Note:  | Filtering: | Botles:  | Description: Flux Burn Stemflow
8/14/2014 0:00,FluxBurnThroughfall,NM_P298,PrcpThroughfall,,Grab,Precipitation,-9999,-9999,1.81,8.66,2.07,0.66,31.57,6.64,0.49,62.38,15.83,13.13,0.00191,7.90686,482.82044,477.3973,30.73141,142.05188,225.61181,3093.77122,4156.48573,0.532,0.32005,0.19843,2.84816,73.65145,0.00641,0.88406,3.28525,14.06789,0.28646,0.31749,23.47741,62.23944,-9999,40.02148,0.03346,0.02534,1.19161,0.10288,20.72885,52.46305,74.3045,12.05802,48.74395,10.67601,1.17064,9.08108,1.95552,10.4803,2.02942,5.98204,0.75205,5.60062,0.75946,0.00697,0.04674,8.16212,-9999,-9999,-9999,-9999,-9999,-9999,-21.07,-3.55,Sampled by: Alissa | Field Note:  | Filtering: | Botles:  | Description: Flux Burn Throughfall
8/14/2014 0:00,FluxOpenPrcp,NM_P299,PrcpOpen,,Grab,Precipitation,-9999,-9999,0.83,2.8,1.23,7.34,31.31,0.74,0.49,34.48,12.62,6.51,0.00191,4.02215,310.19771,170.61524,9.06382,110.06899,128.58527,879.73634,2000.8516,0.35601,0.2791,0.07239,1.0763,30.92044,0.0223,1.06159,3.98055,12.47149,0.10438,2.85362,11.07229,13.62061,-9999,37.48872,0.01124,0.00517,0.39802,0.04822,13.95813,10.66966,15.57743,2.69665,10.38204,1.08819,0.33238,2.91489,1.92708,3.01014,0.44756,2.9641,0.23184,2.43972,0.59541,0.00238,0.02791,1.21326,-9999,-9999,-9999,-9999,-9999,-9999,-23.58,-4.05,Sampled by: Alissa | Field Note:  | Filtering: | Botles:  | Description: Flux Open Precipitation
8/14/2014 0:00,FluxUnburnStemflow,NM_P300,PrcpStemflow,,Grab,Precipitation,-9999,-9999,15.16,107.28,26.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00191,28.43279,2327.9835,2360.772,170.97185,489.61475,6579.559,33570.55969,10964.31354,1.77303,0.61791,0.46646,188.26048,193.23073,0.46678,2.14574,10.62318,250.14571,2.40178,1.55978,59.56984,172.42478,-9999,93.28136,0.01678,0.12299,508.08253,0.16035,81.24348,123.81198,263.07884,38.36208,141.30796,38.25841,5.40691,32.31457,5.33564,32.28035,6.50622,16.97983,2.3039,12.50904,2.187,0.04299,0.26393,18.26545,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Sampled by: Alissa | Field Note:  | Filtering: | Botles:  | Description: Flux UNburn Stemflow
8/14/2014 0:00,FluxUnburnThroughfall,NM_P301,PrcpThroughfall,,Grab,Precipitation,-9999,-9999,1.82,15.35,3.81,8.56,92.32,0.74,0.49,67.58,20.07,12.76,0.00191,10.91999,636.2241,499.46817,30.08767,77.21535,445.84594,6020.50215,3920.53004,0.0199,0.24134,0.09999,3.09398,60.46697,0.01299,1.07329,3.36936,30.70371,0.37286,2.06002,21.17437,40.18973,-9999,41.17488,0.00603,0.07085,1.68276,0.11,127.71692,41.43285,52.20397,8.2445,33.497,1.27873,0.03078,6.55866,1.22889,7.84645,1.22642,3.93709,0.62444,2.75199,0.89956,0.00011,0.08174,6.06409,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Sampled by: Alissa | Field Note:  | Filtering: | Botles:  | Description: Flux UNburn Throughfall
8/14/2014 0:00,ZOBBurnStemflow,NM_P302,PrcpStemflow,,Grab,Precipitation,-9999,-9999,11.02,38.69,2.22,12.92,113.65,0.74,0.49,5.83,33.61,40.16,0.00191,21.5495,804.93443,1932.5971,57.16112,577.21877,1275.37861,12843.23322,17795.31265,0.21633,0.28102,0.10839,10.4201,211.73509,0.03464,1.00401,2.29213,31.32893,0.85463,6.11795,83.78903,80.44022,-9999,54.45967,0.0132,0.02043,499.61617,0.09131,217.9057,78.08216,65.6938,18.62974,69.90739,9.05775,0.05031,14.76554,2.31374,13.97668,2.9309,7.01449,1.00827,6.35699,1.01997,0.01034,0.07139,8.17504,-9999,-9999,-9999,-9999,-9999,-9999,-19.72,-3.02,Sampled by: Alissa | Field Note:  | Filtering: | Botles:  | Description: ZOB Burn Stemflow
8/14/2014 0:00,ZOBBurnThroughfall,NM_P303,PrcpThroughfall,,Grab,Precipitation,-9999,-9999,2.58,11.61,3.3,5.89,27.11,2.27,0.49,46.89,17.4,12.85,0.12959,6.98769,403.16064,435.21677,22.17848,138.15076,225.6814,2252.8949,4165.08736,0.08638,0.26812,0.08351,17.43667,80.27801,0.00486,0.40223,0.98057,10.86899,0.36856,2.34848,18.82802,33.09792,-9999,21.81659,0.00612,0.02035,2.84852,0.0785,68.27631,41.19445,72.65332,9.32259,30.58578,4.05772,0.01548,6.54102,1.2126,6.13535,1.44027,4.31044,0.6397,3.38678,0.52072,0.00501,0.08152,5.74523,-9999,-9999,1.4,4.53302,0.036,0.0329,-25.41,-3.84,Sampled by: Alissa | Field Note:  | Filtering: | Botles:  | Description: ZOB Burn Throughfall
8/14/2014 0:00,ZOBOpenPrcp,NM_P304,PrcpOpen,,Grab,Precipitation,-9999,-9999,3.13,4.16,5.71,5.8,34.07,9.3,0.49,38.99,30.53,17.6,0.00191,4.99527,458.08091,248.46699,19.62242,87.76934,488.691,1580.50521,2667.7727,0.65456,0.26693,0.05766,9.07776,46.96481,0.01726,0.42069,1.17846,13.0143,0.14128,2.98341,10.69927,22.43346,-9999,29.82455,0.00527,0.01664,3.35461,0.0788,28.16354,35.13483,55.4226,7.67999,26.60289,4.51885,0.00448,4.25685,0.88552,5.06322,0.71439,1.98179,0.21606,2.5985,0.12872,0.00877,0.01371,3.01555,-9999,-9999,-9999,-9999,-9999,-9999,-29.01,-3.99,Sampled by: Alissa | Field Note:  | Filtering: | Botles:  | Description: ZOB Open Precipitation
8/14/2014 0:00,ZOBUnburnThroughfall,NM_P306,PrcpThroughfall,,Grab,Precipitation,-9999,-9999,2.12,13.4,4.08,7.26,81,0.74,0.49,44.57,18.46,18.98,0.00191,7.84294,509.67746,429.25234,26.8105,88.77392,582.61207,6740.99939,2637.04504,0.36106,0.16023,0.14532,8.97062,68.25792,0.00428,0.88175,2.3642,26.32883,0.25753,2.93459,10.83297,36.37988,-9999,32.26778,0.0192,0.04575,1.28058,0.10882,91.78115,46.29832,80.65911,10.08353,36.96793,4.41794,0.05026,5.75873,0.97996,6.37249,1.36461,2.64376,0.35828,2.93985,0.79573,0.01318,0.2282,4.35342,-9999,-9999,1.54,2.98825,0.0238,0.0196,-27.57,-4.15,Sampled by: Alissa  | Field Note:  | Filtering: | Botles:  | Description: ZOB UNburn Throughfall
8/18/2014 16:23,RainColl_MCZOB,NM_P308,PrcpColl,174.05,Grab,Precipitation,6.72,-9999,1.39,1.59,0.9,0.66,5.66,0.74,0.49,23.65,7.92,2.75,0.00191,22.61209,88.80493,46.62259,4.67453,67.0264,78.0021,123.60989,618.04945,0.29226,0.09697,0.30902,28.36069,10.26175,0.0959,2.3008,0.47042,265.87594,0.10652,0.48005,2.74978,2.96202,-9999,12.8708,0.02589,0.04036,0.05312,0.44748,11.84468,2.92033,4.97803,1.36958,2.83595,2.45966,12.01826,0.29792,0.52919,0.7217,0.72204,0.40838,0.4027,0.33528,0.31298,0.05658,0.0924,1.57709,-9999,-9999,1.36,0.9622,0.0208,0.0164,-39.88,-6.43,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
8/18/2014 16:31,RainColl_MCZOB_CC,NM_P309,PrcpColl,173.8166667,Grab,Precipitation,6.75,-9999,1.63,16.38,0.49,0.66,43,0.74,0.49,0.4,13.41,19.88,0.00191,29.088,147.53502,762.96684,9.79708,289.40823,870.43232,7011.81588,2901.44105,0.69678,0.0431,0.30486,493.57229,47.7266,0.29435,2.77605,1.29367,26.71316,0.33761,0.70276,13.30627,14.25069,-9999,50.04674,0.02257,0.35563,0.07085,0.04912,71.41596,12.08676,16.3793,2.82002,12.13578,1.92371,8.22001,3.87171,0.68587,2.49919,1.28651,1.52294,0.28751,1.65537,0.41799,0.06624,0.09945,2.49145,-9999,-9999,-9999,-9999,-9999,-9999,-42.43,-7.37,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
8/19/2014 13:12,RainColl_Burn_Low_OC,NM_P311,PrcpColl,0.033333333,Grab,Precipitation,6.86,-9999,1.67,1.77,1,0.66,3.4,0.74,0.49,12.99,8.31,6.9,0.00191,21.9448,111.84103,51.89424,3.95405,54.41297,138.4097,147.91876,368.74033,0.53126,0.06656,0.22188,8.39928,6.06467,0.04226,2.2573,0.43728,11.56145,0.07681,0.70843,2.27032,6.27626,-9999,14.42613,0.0319,0.01728,0.03413,0.03551,9.98903,7.46117,14.07843,2.39707,8.13106,1.60806,11.72878,1.27094,0.58278,1.21622,0.75753,1.17227,0.35933,0.48344,0.33026,0.0566,0.02867,1.00373,-9999,-9999,1.35,1.28174,0.0215,0.017,-38.68,-6.36,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
8/19/2014 13:15,RainColl_Burn_Low_CC,NM_P312,PrcpColl,191.3,Grab,Precipitation,7.04,-9999,3.85,8.25,2.5,0.66,9.45,0.74,0.49,0.4,14.59,9.92,0.00191,25.62596,156.07461,368.1131,32.57371,50.02255,525.66069,2458.73547,1960.62958,0.84778,0.10598,0.29674,120.31764,51.71823,0.18017,2.38552,0.98983,18.77178,0.63254,0.44989,15.01844,32.10264,-9999,21.21002,0.02575,0.03466,0.05283,0.13094,27.29178,35.78559,70.39879,8.33927,31.71281,6.53033,11.60944,7.21314,1.78227,6.37275,1.80051,3.84387,0.65106,2.33614,0.77902,0.05752,0.07357,4.14064,-9999,-9999,1.34,5.67222,0.0341,0.0272,-35.07,-5.83,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
8/21/2014 13:30,FluxBurnStemflow,NM_P313,PrcpStemflow,,Grab,Precipitation,-9999,-9999,5.98,78.17,1.92,8.23,73.8,0.74,0.49,0.4,6.52,63.07,0.00191,28.21059,461.55016,1246.24212,121.33131,440.08517,4761.189,22911.51751,10693.53169,0.96902,0.52941,0.13606,368.77712,201.1743,0.23738,1.47898,4.66924,57.46488,0.77343,0.88728,67.04472,256.68354,-9999,16.69027,0.02218,0.0661,135.52941,0.08876,89.26982,204.62722,367.67455,50.95749,195.56716,40.3651,6.33377,36.87435,6.80148,41.24216,8.41014,22.64353,2.63223,19.78392,2.59775,0.00439,0.39155,14.91922,-9999,-9999,1.42,2.38184,0.0303,0.0241,-53.24,-8.71,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: Flux Burn Stemflow
8/21/2014 13:15,FluxBurnThroughfall,NM_P314,PrcpThroughfall,,Grab,Precipitation,-9999,-9999,4.73,11.17,2.94,4.43,55.74,0.74,0.49,79.27,15.56,18,0.00191,13.46296,470.74689,952.82448,28.09777,422.282,528.94085,4409.19534,8477.87856,0.22949,0.48079,0.06011,3.84111,117.56399,0.01189,0.54012,1.76665,5.81254,0.93366,2.39843,55.53455,64.6753,-9999,32.73351,0.00428,0.00063,0.96924,0.07506,33.75416,55.51653,65.28672,13.98908,50.20863,10.00978,0.67408,11.19112,2.08145,11.1553,2.38092,7.75964,0.93447,4.97961,1.01064,0.00099,0.04782,10.47743,-9999,-9999,1.41,5.78001,0.0427,0.0329,-9999,-9999,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: Flux Burn Throughfall
8/21/2014 12:35,FluxUnburnStemflow,NM_P316,PrcpStemflow,,Grab,Precipitation,-9999,-9999,4.01,30.81,6.97,11.18,174.61,0.74,0.49,5.82,23.2,17.55,0.00191,24.88182,1008.7567,1054.65364,166.09795,295.47163,677.58532,21832.79487,6422.46187,2.20988,0.54632,0.2032,254.44994,144.44953,0.20356,1.11423,4.93061,121.54839,1.28252,1.5623,31.01001,233.38981,-9999,24.6434,0.00272,0.08961,140.85359,0.05863,58.46701,179.99869,356.73971,52.68493,199.39593,48.53733,8.11514,41.41103,7.53052,42.54612,7.37214,21.72898,3.37261,18.13464,2.5248,0.01145,0.2416,21.03838,-9999,-9999,1.36,3.15149,0.0819,0.0628,-49.78,-8.5,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: Flux UNburn Stemflow
8/21/2014 12:50,FluxUnburnThroughfall,NM_P317,PrcpThroughfall,,Grab,Precipitation,-9999,-9999,4.05,23.79,5.17,4.24,44.48,0.74,0.49,12.77,17.77,26.48,0.13633,11.82585,401.48612,667.18585,56.54566,58.47586,927.77349,8014.61153,3437.3293,0.59178,0.23538,0.0239,4.43754,82.32993,0.02647,0.8685,1.90211,8.74173,0.72848,3.31845,17.90797,57.81114,-9999,18.73272,0.00298,0.04811,0.88145,0.05925,44.68921,58.76365,94.22068,14.25858,56.24643,10.52998,1.57155,9.10901,2.02322,11.86097,1.75997,5.7678,0.78343,5.75341,0.57261,0.00748,0.15862,7.03527,-9999,-9999,1.44,2.61809,0.0293,0.023,-54.1,-9,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: Flux UNburn Throughfall
8/21/2014 10:20,ZOBBurnStemflow,NM_P318,PrcpStemflow,,Grab,Precipitation,-9999,-9999,4.55,90.84,1.67,8.19,44.5,0.74,0.49,4.13,12.13,10.42,0.00191,12.29472,392.52021,1163.86353,54.46126,262.76311,405.49862,5625.94064,8383.08102,0.66521,0.33896,0.25978,3.62839,126.17568,0.01597,1.01967,1.95464,17.95943,1.05698,1.60554,34.06105,52.3541,-9999,30.37953,0.00534,0.01671,341.67181,0.08044,107.90307,56.31568,45.14323,12.76422,50.80897,9.24028,0.14008,11.17104,1.68416,10.11652,1.83667,5.76775,0.89951,4.5216,0.74057,0.0189,0.05795,8.50047,-9999,-9999,1.44,3.55294,0.0065,0.0052,-40.45,-6.27,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: ZOB Burn Stemflow
8/21/2014 10:00,ZOBBurnThroughfall,NM_P319,PrcpThroughfall,,Grab,Precipitation,-9999,-9999,4.15,9.47,2.36,4.26,25.47,5.47,0.49,18.22,12.58,7.61,0.00191,11.75286,250.04511,611.8877,23.04878,184.00407,222.29393,2765.8414,7043.09536,0.83519,0.3175,0.15782,5.81031,93.42882,0.01635,0.41452,1.01939,5.94352,0.53801,2.88929,30.29285,45.62598,-9999,27.18568,0.00147,0.01095,2.05192,0.06289,49.10037,58.59221,68.06678,13.31269,47.62795,8.07867,0.52119,8.94896,1.42299,7.62651,1.73967,5.3015,0.51597,3.91777,0.61743,0.02395,0.05897,6.77859,-9999,-9999,1.42,4.91346,0.0437,0.0341,-46.7,-7.49,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: ZOB Burn Throughfall
8/21/2014 10:40,ZOBOpenPrcp,NM_P320,PrcpOpen,,Grab,Precipitation,-9999,-9999,0.8,4.82,2.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.13027,3.06585,207.27988,136.87784,7.5506,167.13157,43.00711,925.22096,5900.1447,0.30173,0.20894,0.00404,2.0252,83.37623,0.03022,0.32674,1.6593,4.10312,0.11752,2.92866,7.9331,10.66826,-9999,65.18,0.00321,0.00325,0.9669,0.02977,10.1398,15.16697,20.962,3.13892,10.59226,2.98833,0.00654,2.55269,0.60394,1.73958,0.36622,1.28371,0.17532,1.04513,0.29551,0.0088,0.00752,1.90281,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: ZOB Open Precipitation
8/21/2014 11:00,ZOBUnburnStemflow,NM_P321,PrcpStemflow,,Grab,Precipitation,-9999,-9999,2.65,176.57,6.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: ZOB Unburn Stemflow
8/21/2014 11:20,ZOBUnburnThroughfall,NM_P322,PrcpThroughfall,,Grab,Precipitation,-9999,-9999,2.19,25.14,0.79,10.84,65.73,0.74,0.49,0.4,10.02,10.04,0.00191,10.47114,334.0811,521.9031,37.87824,191.1743,335.64124,8979.76399,2139.48856,0.48559,0.19505,0.12533,66.88408,50.66065,0.02537,1.03497,2.9101,22.46488,0.61068,1.49235,12.34362,44.95205,-9999,36.38637,0.00668,0.01348,4.23308,0.06582,59.58127,49.4652,89.78881,12.58144,45.46777,12.54277,0.00297,7.70184,1.77963,8.79844,1.49032,4.01586,0.64941,4.05802,0.32483,0.00939,0.10928,6.94223,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Sampled by: Kate | Field Note:  | Filtering: | Botles:  | Description: ZOB UNburn Throughfall
8/25/2014 11:10,RainColl_MCZOB,NM_P324,PrcpColl,162.75,Grab,Precipitation,7.21,-9999,3.12,1.89,3.23,0.66,6.91,0.74,0.49,9.27,10.09,14.63,0.3514,21.30762,134.17668,108.01223,4.99082,1.01255,549.2959,1064.85386,406.96395,0.55423,0.09278,0.30575,13.03427,13.85364,0.06326,2.26898,1.21366,119.44716,0.14372,0.7396,1.91743,8.25021,-9999,19.41771,0.02798,0.02178,0.02271,0.15118,17.977,8.29196,15.79728,2.43924,7.03479,1.87602,11.76749,2.32067,0.52763,1.33865,0.6197,0.98923,0.16912,0.30175,0.41973,0.05797,0.08503,2.3722,-9999,-9999,2.24,3.09295,0.0249,0.0201,-72.56,-9.52,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
8/25/2014 11:49,RainColl_MCZOB_CC,NM_P325,PrcpColl,163.3,Grab,Precipitation,7.16,-9999,4.29,15.31,1.15,0.66,48.7,0.74,0.49,0.4,8.48,18.77,0.00191,28.32347,66.88725,693.39787,21.94803,276.76638,823.92799,7256.61353,2105.71375,0.46893,0.07019,0.30236,491.77688,27.2123,0.19437,2.70168,0.76513,17.83208,0.15374,0.26294,10.96274,15.17287,-9999,21.23752,0.01936,0.03904,0.04436,0.06152,42.81586,9.67663,18.74546,3.39157,12.77507,3.69841,11.17819,3.42903,1.07364,2.09416,1.31016,1.79568,0.56076,1.48387,0.56115,0.04179,0.15721,2.87781,-9999,-9999,1.4,4.33493,0.0295,0.0242,-79.08,-10.89,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
8/25/2014 14:56,RainColl_Burn_Low_OC,NM_P327,PrcpColl,0.016666667,Grab,Precipitation,7.26,-9999,2.86,2.18,2.95,0.66,5.87,0.74,0.49,10.83,8.56,10.87,0.00191,24.51228,107.80894,74.8194,5.76024,44.70989,389.77855,499.20836,317.86754,0.33348,0.11568,0.4273,3.15052,8.03527,0.05211,2.10312,0.73931,22.55737,0.11681,0.27462,1.87034,7.30199,-9999,23.46859,0.02508,0.02512,0.03491,0.02468,54.79127,6.56264,18.54822,2.02681,7.89276,1.4,8.4572,0.89566,0.81758,1.86077,1.04797,1.11041,0.39347,0.86481,0.21581,0.04501,0.03122,1.17767,-9999,-9999,1.81,2.36839,0.0188,0.0142,-55.19,-7.19,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
8/25/2014 14:58,RainColl_Burn_Low_CC,NM_P328,PrcpColl,145.7166667,Grab,Precipitation,7.18,-9999,7.11,33.2,4.39,0.66,26.15,0.74,0.49,0.4,16.02,15.55,0.00191,38.61227,222.91852,688.81822,132.09732,64.99201,700.97761,7105.50903,3637.85043,0.99677,0.22338,0.32975,31.29497,72.96975,0.23401,2.80477,1.91539,14.63167,1.31806,0.69194,24.55332,72.7252,-9999,25.77313,0.02409,0.03296,0.0403,0.10452,39.74877,62.53402,118.57525,21.04406,71.06141,18.13376,13.892,17.04253,2.51219,14.71767,3.40941,10.84894,1.26655,7.03419,0.93021,0.08008,0.11883,15.18962,-9999,-9999,1.33,7.95482,0.0327,0.0259,-47.43,-5.99,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
8/27/2014 11:04,RainColl_MCZOB,NM_P330,PrcpColl,0.033333333,Grab,Precipitation,7.16,-9999,0.39,1.11,0.34,0.66,2.38,0.74,0.49,10.56,2.75,2.62,0.00191,20.12829,21.27314,28.29328,4.99894,28.42625,72.11071,14.21313,227.82803,0.59715,0.07107,0.24037,9.18686,4.85963,0.07316,2.12371,0.34314,201.92522,0.01266,0.6004,1.28037,1.77102,-9999,13.47799,0.01898,0.02159,0.02667,0.11205,3.9171,2.42452,3.66158,1.10949,2.43864,2.29589,11.30865,0.22673,0.37739,1.12181,0.45873,0.93741,0.47437,1.01696,0.17851,0.01924,0.06079,1.86025,-9999,-9999,1.4,0.45122,0.0171,0.0144,-52.03,-8.19,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
